IDs	length	Exptl.	resolution	R-factor	FreeRvalue
3O0PA	216	XRAY	1.3	0.16	0.18
4BQQA	396	XRAY	2.15	0.22	0.24
2PKAA	80	XRAY	2.05	0.22	1
4HC9A	115	XRAY	1.6	0.18	0.22
2FKZA	155	XRAY	2	0.22	0.25
1DUWA	292	XRAY	1.89	0.19	0.23
2B1XA	470	XRAY	2	0.19	0.22
4ES7A	201	XRAY	2	0.2	0.26
2GMWA	211	XRAY	1.5	0.17	0.21
1YARA	233	XRAY	1.9	0.18	0.22
6CR1L	211	XRAY	1.52	0.15	0.18
5WSLA	299	XRAY	1.5	0.15	0.17
3TM9A	146	XRAY	1.72	0.18	0.21
6C46A	189	XRAY	1.95	0.16	0.2
1PQ7A	224	XRAY	0.8	0.11	1
4RU5A	605	XRAY	1.52	0.08	0.12
3U8VA	93	XRAY	1.9	0.17	0.2
4UOPA	442	XRAY	1.75	0.18	0.21
4FHRB	216	XRAY	1.93	0.21	0.24
3QRXA	169	XRAY	2.2	0.29	0.34
2WH6A	173	XRAY	1.5	0.2	0.2
2EO4A	149	XRAY	1.8	0.21	0.23
1ZK4A	251	XRAY	1	0.16	0.18
5U4NA	362	XRAY	1.6	0.15	0.17
5DSEB	312	XRAY	2.9	0.21	0.24
5TRDA	230	XRAY	1.85	0.18	0.22
4ZE8A	499	XRAY	1.72	0.17	0.2
3FMEA	290	XRAY	2.26	0.21	0.24
5DTFB	214	XRAY	1.9	0.21	0.25
4E74A	117	XRAY	1.58	0.2	0.22
3ON1A	101	XRAY	1.65	0.18	0.2
4CCZA	644	XRAY	2.7	0.22	0.27
5LBKA	136	XRAY	1.75	0.2	0.24
3S6BA	368	XRAY	1.95	0.18	0.23
3R8CA	228	XRAY	2.2	0.22	0.25
2HCZX	245	XRAY	2.75	0.23	0.29
4XZBA	314	XRAY	1.62	0.16	0.18
2Q4CA	317	XRAY	2.51	0.18	0.24
3R8EA	321	XRAY	1.65	0.21	0.23
4UHQA	136	XRAY	1.5	0.17	0.19
1Z1SA	163	XRAY	1.49	0.17	0.2
3RGZA	768	XRAY	2.28	0.18	0.22
1HF2A	210	XRAY	2.2	0.24	0.3
6GXZA	165	XRAY	2.96	0.23	0.28
5BPKA	379	XRAY	1.49	0.14	0.18
4IU9A	468	XRAY	3	0.26	0.32
4FTFA	112	XRAY	1.48	0.16	0.18
5O8WA	466	XRAY	1.67	0.16	0.18
3V0AC	152	XRAY	2.7	0.18	0.22
4MBYA	278	XRAY	1.48	0.17	0.19
5IHFA	116	XRAY	1.58	0.2	0.21
3DQZA	258	XRAY	2.5	0.16	0.21
1YQDA	366	XRAY	1.65	0.2	0.21
2QSSB	145	XRAY	1.75	0.18	0.23
1QM7A	61	XRAY	2.1	0.2	0.22
3GNMH	223	XRAY	2.1	0.19	0.26
3CJKB	75	XRAY	1.8	0.23	0.28
1WUEA	386	XRAY	2.1	0.21	0.24
1VKIA	181	XRAY	1.6	0.15	0.18
1DOFA	403	XRAY	2.1	0.2	0.24
1YE8A	178	XRAY	1.4	0.17	0.21
5YZCA	94	XRAY	2.33	0.19	0.22
2VXBA	241	XRAY	2.3	0.19	0.25
3K6PA	248	XRAY	2	0.21	0.25
2IYKA	162	XRAY	2.95	0.22	0.26
3TG0A	449	XRAY	1.2	0.15	0.17
4Y5UA	549	XRAY	2.71	0.19	0.25
5TKKH	222	XRAY	1.55	0.21	0.25
2Q1FA	1022	XRAY	2.85	0.22	0.26
4M83A	415	XRAY	1.7	0.16	0.2
3S40A	304	XRAY	2.1	0.18	0.24
3F7SA	142	XRAY	2.11	0.18	0.22
4R4EA	84	XRAY	2.57	0.26	0.28
3E6QA	146	XRAY	1.75	0.14	0.16
3QOUA	287	XRAY	1.8	0.19	0.24
3QV0A	227	XRAY	2.1	0.23	0.25
2I79A	172	XRAY	2.1	0.21	0.25
3OYZA	433	XRAY	1.95	0.2	0.24
3LLTA	360	XRAY	2.5	0.23	0.27
5JFYA	139	XRAY	2.1	0.18	0.21
1A2XB	47	XRAY	2.3	0.22	0.33
4A6HA	120	XRAY	1.45	0.19	0.23
1Z3IX	644	XRAY	3	0.2	0.23
5Z2MB	138	XRAY	2.14	0.18	0.21
5VXRH	217	XRAY	1.4	0.17	0.19
3VL1A	420	XRAY	1.6	0.16	0.23
3SQLA	535	XRAY	2.25	0.16	0.2
4OU0A	73	XRAY	1.4	0.2	0.24
5V2OA	60	XRAY	1.2	0.15	0.18
3O03A	291	XRAY	1.9	0.19	0.24
2GF9A	189	XRAY	1.53	0.15	0.18
4RRQA	147	XRAY	1.79	0.24	0.24
4RGND	221	XRAY	2.7	0.24	0.28
2DKOA	146	XRAY	1.06	0.14	0.17
4C5EA	451	XRAY	1.95	0.18	0.2
2RA5A	247	XRAY	2.4	0.23	0.29
5CDVA	349	XRAY	1.45	0.18	0.2
2D1SA	548	XRAY	1.3	0.18	0.2
2FP4B	395	XRAY	2.08	0.21	0.24
1ZKDA	387	XRAY	2.1	0.22	0.26
3TTGA	355	XRAY	2	0.18	0.21
5IL5A	312	XRAY	2.91	0.23	0.27
2JFQA	286	XRAY	2.15	0.2	0.23
2G84A	197	XRAY	1.4	0.13	0.16
3PIMA	187	XRAY	1.9	0.24	0.26
3L8HA	179	XRAY	1.68	0.17	0.2
4TSHA	121	XRAY	2	0.17	0.21
3FOCA	451	XRAY	2.09	0.2	0.23
1NY71	189	XRAY	3	0.2	1
2FHZB	108	XRAY	1.15	0.2	0.2
3MWZA	115	XRAY	1.52	0.18	0.2
4BV1A	109	XRAY	1.9	0.19	0.25
3U1TA	309	XRAY	2.2	0.14	0.18
2NRQA	159	XRAY	2.6	0.24	0.3
2X1OA	122	XRAY	1.34	0.21	0.24
5EZIL	214	XRAY	1.61	0.2	0.22
1EU3A	210	XRAY	1.68	0.21	0.23
2XU8A	116	XRAY	1.98	0.18	0.19
4U4RE1	76	XRAY	2.8	0.21	0.25
4JVTA	297	XRAY	1.65	0.14	0.15
5NSTB	360	XRAY	2.52	0.22	0.27
4DLLA	320	XRAY	2.11	0.22	0.28
5DZTA	993	XRAY	2.2	0.24	0.28
2P4HX	322	XRAY	1.4	0.19	0.2
3TFXA	259	XRAY	2.19	0.21	0.25
5MOYB	136	XRAY	2.3	0.2	0.25
4G5AA	99	XRAY	1.69	0.18	0.21
5K8CA	358	XRAY	1.85	0.18	0.22
4HR6B	206	XRAY	2.25	0.19	0.23
6AP7A	269	XRAY	1.51	0.17	0.2
1YU0A	381	XRAY	1.56	0.13	0.14
1RMGA	422	XRAY	2	0.17	0.21
3P1WA	475	XRAY	1.85	0.18	0.2
3ILHA	146	XRAY	2.59	0.23	0.29
4DAPA	234	XRAY	2.2	0.21	0.23
4E6ZA	279	XRAY	2.15	0.22	0.24
5UN5C	123	XRAY	2.99	0.23	0.25
2P0SA	143	XRAY	1.6	0.18	0.23
3DMEA	369	XRAY	1.7	0.19	0.22
3HSKA	381	XRAY	2.2	0.23	0.28
2RCDA	129	XRAY	2.32	0.19	0.24
1U1ZA	168	XRAY	2.5	0.23	0.26
2F4WA	187	XRAY	2	0.19	0.25
5DSTA	332	XRAY	2.96	0.23	0.26
5YOBA	148	XRAY	1.14	0.17	0.18
2NTPA	342	XRAY	1.7	0.19	0.22
4V9FG	255	XRAY	2.4	0.17	0.21
4FL0A	456	XRAY	2.3	0.21	0.24
5I7IA	341	XRAY	1.3	0.15	0.17
5G28A	275	XRAY	1.57	0.16	0.19
5CDKA	183	XRAY	1.5	0.14	0.17
2YSKA	145	XRAY	1.9	0.21	0.24
2XKOA	222	XRAY	2.25	0.22	0.24
5FKAC	233	XRAY	2.4	0.21	0.24
1LVWA	295	XRAY	1.7	0.19	0.21
5ZRQA	265	XRAY	1.12	0.12	0.14
3Q98A	399	XRAY	2	0.18	0.23
3FAUA	82	XRAY	1.9	0.19	0.24
3CMIA	171	XRAY	2.02	0.23	0.26
5MJ3C	118	XRAY	1.74	0.17	0.2
1TT8A	164	XRAY	1	0.12	0.15
3GK6A	170	XRAY	1.8	0.18	0.23
5TR7A	341	XRAY	2.05	0.19	0.24
4K28A	269	XRAY	2.15	0.18	0.24
4GHUA	198	XRAY	2.2	0.18	0.22
4IY1A	254	XRAY	2.1	0.26	0.26
1VLIA	385	XRAY	2.38	0.19	0.24
3G16A	156	XRAY	1.45	0.15	0.17
4EBBA	472	XRAY	2	0.21	0.23
4EILA	566	XRAY	2.2	0.18	0.23
1PSQA	163	XRAY	2.3	0.2	0.25
5UDFA	230	XRAY	2.35	0.18	0.22
1OKCA	297	XRAY	2.2	0.22	0.27
3WV4A	442	XRAY	2.15	0.2	0.24
5HQAA	669	XRAY	1.75	0.14	0.16
1W9PA	433	XRAY	1.7	0.18	0.2
5FR7A	163	XRAY	1.95	0.23	0.27
1O94A	729	XRAY	2	0.17	0.21
2HLRA	100	XRAY	1.2	0.22	0.23
3TQUA	203	XRAY	1.9	0.2	0.24
5E37A	356	XRAY	1.6	0.2	0.23
4XJYA	164	XRAY	1.8	0.17	0.21
1P5QA	336	XRAY	2.8	0.22	0.28
3ED1A	365	XRAY	1.9	0.2	0.24
5AZBA	300	XRAY	1.6	0.18	0.22
4N4JA	500	XRAY	1.8	0.14	0.16
2HI2A	158	XRAY	2.3	0.25	0.28
1JY2O	56	XRAY	1.4	0.22	0.24
3U4ZA	109	XRAY	2.3	0.23	0.27
1J32A	388	XRAY	2.1	0.2	0.24
3U1HA	390	XRAY	2.8	0.24	0.31
3QP6A	265	XRAY	2	0.18	0.22
1XTZA	264	XRAY	2.1	0.2	0.25
2A4XA	138	XRAY	1.4	0.22	0.26
5AL7A	219	XRAY	2.92	0.18	0.21
5EKAA	96	XRAY	1.69	0.2	0.26
5FA9A	325	XRAY	2.3	0.21	0.23
4PXDA	413	XRAY	2.2	0.17	0.22
1IXHA	321	XRAY	0.98	0.12	0.14
5JJOA	273	XRAY	2	0.2	0.23
4FCJA	142	XRAY	1.62	0.18	0.23
5HT7A	83	XRAY	1.86	0.18	0.22
3LP5A	250	XRAY	2	0.18	0.24
5N4GH	257	XRAY	2.75	0.19	0.27
1VCOA	550	XRAY	2.15	0.24	0.27
3I18A	100	XRAY	1.7	0.2	0.23
4FZXC	175	XRAY	2.3	0.18	0.23
1I1QA	520	XRAY	1.9	0.22	0.25
4U9UA	281	XRAY	1.55	0.16	0.2
5BS1A	123	XRAY	1.6	0.18	0.21
3PVJA	277	XRAY	1.85	0.16	0.19
1A8SA	273	XRAY	1.8	0.17	0.2
1AJ8A	371	XRAY	1.9	0.19	0.23
1S68A	249	XRAY	1.9	0.19	0.23
3EH1A	751	XRAY	1.8	0.18	0.22
2J9JA	99	XRAY	1.04	0.13	0.19
5F8VA	379	XRAY	2.14	0.21	0.24
4NA1A	637	XRAY	1.95	0.21	0.24
6A7HA	481	XRAY	2.3	0.18	0.23
2Q3XA	171	XRAY	1.73	0.18	0.21
2OO3A	283	XRAY	2	0.17	0.21
3NBXX	500	XRAY	2.91	0.23	0.27
1HG7A	66	XRAY	1.15	0.12	0.17
3LQNA	150	XRAY	1.8	0.19	0.24
5GJ3A	270	XRAY	2	0.19	0.22
6MF9A	167	XRAY	2.04	0.18	0.23
5LV0A	686	XRAY	2.7	0.21	0.26
3I3LA	591	XRAY	2.2	0.2	0.26
3BESR	250	XRAY	2.2	0.22	0.24
2QGOA	141	XRAY	2.04	0.23	0.27
2BK9A	153	XRAY	1.2	0.1	0.13
3CN9A	226	XRAY	2.09	0.2	0.24
3H6EA	482	XRAY	2.5	0.22	0.27
5X86A	198	XRAY	1.19	0.14	0.17
4OIFA	686	XRAY	2.45	0.14	0.2
5NENA	448	XRAY	2.9	0.25	0.3
1HC9A	74	XRAY	1.8	0.2	0.23
2F41A	121	XRAY	2.5	0.22	0.27
4X7FC	119	XRAY	1.7	0.16	0.19
5A65A	217	XRAY	1.98	0.21	0.26
5GYYG	59	XRAY	2.35	0.2	0.25
3E4BA	452	XRAY	2.5	0.22	0.28
6GIIA	479	XRAY	1.9	0.18	0.23
3BQ3A	270	XRAY	1.9	0.2	0.24
1E8CA	498	XRAY	2	0.2	0.23
6CN7A	579	XRAY	2.45	0.21	0.24
1J3KC	328	XRAY	2.1	0.18	0.22
3N7TA	247	XRAY	2.1	0.16	0.19
5DBXA	328	XRAY	2.5	0.21	0.25
2V78A	313	XRAY	2	0.16	0.2
5NXQA	479	XRAY	2.41	0.19	0.21
3IM6A	217	XRAY	1.7	0.2	0.24
3BRVB	70	XRAY	2.2	0.21	0.29
5BXYA	158	XRAY	1.75	0.15	0.19
1GYHA	318	XRAY	1.89	0.15	0.2
1KIGH	241	XRAY	3	0.19	1
2CH7A	309	XRAY	2.5	0.26	0.3
1TXNA	328	XRAY	1.7	0.21	0.24
3KEAA	285	XRAY	2.3	0.21	0.25
5E57A	217	XRAY	1.98	0.21	0.25
5D22A	127	XRAY	1.99	0.19	0.23
3NHIA	296	XRAY	1.43	0.17	0.19
2F06A	144	XRAY	2.1	0.2	0.25
4MVTA	374	XRAY	2.3	0.24	0.27
3FGNA	251	XRAY	1.85	0.22	0.25
6BYPA	516	XRAY	1.9	0.18	0.2
4MP4A	217	XRAY	2.5	0.19	0.26
3HAZA	1001	XRAY	2.1	0.2	0.23
4PF4A	278	XRAY	1.13	0.12	0.15
3GXVA	123	XRAY	2.2	0.25	0.28
4RL1A	374	XRAY	2	0.21	0.24
3K1HA	158	XRAY	1.74	0.21	0.23
3UJHA	567	XRAY	2.1	0.17	0.22
5BR7A	393	XRAY	1.95	0.15	0.19
1DI1A	300	XRAY	2.5	0.25	0.27
3ZU7B	169	XRAY	1.97	0.22	0.27
1VQOT	120	XRAY	2.2	0.21	0.25
1V1AA	309	XRAY	2.1	0.18	0.27
5U4SA	245	XRAY	1.4	0.15	0.17
1XUBA	298	XRAY	1.3	0.14	0.16
1UVQB	198	XRAY	1.8	0.19	0.2
3A1KA	521	XRAY	2.17	0.2	0.23
1NKIA	135	XRAY	0.95	0.15	0.18
4EP8B	101	XRAY	1.55	0.18	0.2
5LIRA	240	XRAY	1.75	0.17	0.19
2Y2ZA	267	XRAY	1.95	0.21	0.23
4DH4A	114	XRAY	1.82	0.2	0.23
1R69A	69	XRAY	2	0.19	1
2YMYA	46	XRAY	1.69	0.2	0.23
4IX1A	258	XRAY	2.8	0.19	0.22
5ZAIA	259	XRAY	1.8	0.19	0.23
1MI3A	322	XRAY	1.8	0.18	0.21
2P2EA	128	XRAY	2.48	0.23	0.27
2ZQEA	83	XRAY	1.7	0.19	0.23
3CI9A	48	XRAY	1.8	0.2	0.23
5DH0A	309	XRAY	2.44	0.17	0.22
4RVUA	332	XRAY	1.8	0.18	0.21
6CZ7B	234	XRAY	1.62	0.14	0.15
1ERJA	393	XRAY	2.3	0.23	0.27
4CDJA	164	XRAY	1.5	0.16	0.18
4KX4A	217	XRAY	1.6	0.17	0.19
4BWDA	82	XRAY	2.7	0.22	0.26
4RNGA	94	XRAY	2.4	0.25	0.29
4RV8A	361	XRAY	2.05	0.19	0.23
4HHJA	635	XRAY	1.79	0.18	0.21
1WYZA	242	XRAY	2.5	0.23	0.29
5DM6P	127	XRAY	2.9	0.24	0.27
4LV5B	423	XRAY	1.7	0.19	0.23
4C2XA	410	XRAY	2.33	0.22	0.29
2ARZA	247	XRAY	2	0.2	0.24
1E3JA	352	XRAY	2.3	0.22	0.25
3WA4A	98	XRAY	1.35	0.18	0.21
2EAQA	90	XRAY	1.46	0.16	0.19
4GAMD	141	XRAY	2.9	0.21	0.26
4L2IB	263	XRAY	1.45	0.15	0.21
5Z0UA	626	XRAY	1.37	0.14	0.15
1JZ8A	1023	XRAY	1.5	0.17	0.21
4PH2A	134	XRAY	1.44	0.16	0.19
1QTOA	122	XRAY	1.5	0.19	0.22
3BCVA	240	XRAY	2.35	0.23	0.26
2ZMEC	102	XRAY	2.9	0.22	0.31
5JEAF	250	XRAY	2.65	0.22	0.26
6EJIA	373	XRAY	2.3	0.2	0.22
2VRQA	496	XRAY	2	0.18	0.2
1D4TA	104	XRAY	1.1	0.13	0.17
5TPRA	444	XRAY	1.7	0.16	0.18
5YYUA	112	XRAY	2.98	0.22	0.3
4LIDA	106	XRAY	3	0.29	0.25
3C0KA	396	XRAY	2	0.19	0.24
5D08A	437	XRAY	1.75	0.17	0.2
3V2UA	438	XRAY	2.1	0.15	0.2
1IO1A	398	XRAY	2	0.23	0.27
3OWQA	321	XRAY	2.61	0.23	0.26
3JZDA	358	XRAY	2.1	0.18	0.21
4EEIA	438	XRAY	1.92	0.17	0.2
4L1CA	103	XRAY	2.28	0.23	0.26
4KGIA	223	XRAY	1.6	0.18	0.21
3HHEA	255	XRAY	2.3	0.21	0.25
1IWPG	141	XRAY	2.1	0.21	0.25
5TNWA	101	XRAY	1.4	0.19	0.21
4OJMX	392	XRAY	1.95	0.17	0.21
5DYRA	151	XRAY	3	0.2	0.25
5GYYA	405	XRAY	2.35	0.2	0.25
3BPTA	363	XRAY	1.5	0.15	0.2
5OVVA	123	XRAY	1.4	0.16	0.2
1FLGA	582	XRAY	2.6	0.14	0.27
4N6KA	351	XRAY	1.2	0.14	0.16
2ZU2A	302	XRAY	1.8	0.2	0.22
2WKBA	125	XRAY	1.78	0.2	0.26
1V7MV	163	XRAY	2.51	0.23	0.32
4ES8A	320	XRAY	1.58	0.15	0.18
1YPFA	336	XRAY	1.8	0.18	0.24
5XBFB	125	XRAY	1.8	0.19	0.21
4MOZA	319	XRAY	2.15	0.17	0.22
1CCZA	171	XRAY	1.8	0.2	0.24
5J03A	110	XRAY	2	0.18	0.23
6BWRA	149	XRAY	1.81	0.16	0.19
3E58A	214	XRAY	1.86	0.17	0.2
4YC7B	381	XRAY	2.5	0.2	0.25
3I3VA	405	XRAY	2.3	0.22	0.26
3FBIA	84	XRAY	2.8	0.2	0.24
5C04A	153	XRAY	1.45	0.17	0.2
1CPCA	162	XRAY	1.66	0.18	1
5J9TD	120	XRAY	2.7	0.19	0.22
1HQKA	154	XRAY	1.6	0.22	0.24
3HZ4A	140	XRAY	2.3	0.19	0.25
6EKRA	312	XRAY	2.88	0.21	0.26
1HPIA	71	XRAY	1.8	0.16	1
2FB6A	117	XRAY	1.46	0.13	0.16
1U6ZA	513	XRAY	1.9	0.21	0.24
1MLDA	314	XRAY	1.83	0.21	1
4C9YA	123	XRAY	2.01	0.2	0.25
1WKRA	340	XRAY	1.3	0.15	0.17
6GMEA	201	XRAY	1.8	0.19	0.22
4U4RM5	203	XRAY	2.8	0.21	0.25
3SJHB	54	XRAY	1.75	0.17	0.2
4GGOA	401	XRAY	2	0.21	0.23
2CVEA	191	XRAY	1.6	0.21	0.24
2EBEA	106	XRAY	1.8	0.23	0.25
4Y97B	180	XRAY	2.51	0.22	0.26
3EJGA	193	XRAY	1.78	0.17	0.2
4D9BA	342	XRAY	1.67	0.17	0.21
4CNMA	299	XRAY	1.75	0.18	0.22
2JAFA	274	XRAY	1.7	0.24	0.26
4UPKA	538	XRAY	2.24	0.2	0.23
2VLDA	251	XRAY	2.6	0.24	0.25
3R41A	306	XRAY	1.05	0.14	0.17
3MX7A	90	XRAY	1.76	0.18	0.2
2QE6A	274	XRAY	1.95	0.17	0.21
2HS5A	239	XRAY	2.2	0.2	0.25
3AJ7A	589	XRAY	1.3	0.17	0.19
2OCTA	98	XRAY	1.4	0.18	0.19
5MXEA	369	XRAY	1.9	0.17	0.19
3Q63A	151	XRAY	2	0.2	0.24
4CJXA	319	XRAY	2.05	0.18	0.23
3FLAA	267	XRAY	1.8	0.17	0.2
5YEPA	139	XRAY	3	0.27	0.3
5AZDA	268	XRAY	2.8	0.23	0.28
3KFFA	162	XRAY	0.96	0.14	0.16
3ICUA	194	XRAY	2.1	0.2	0.22
5IX8A	321	XRAY	1.6	0.14	0.18
1S28A	132	XRAY	3	0.25	0.29
2VMHA	151	XRAY	1.5	0.15	0.18
3RQ9A	85	XRAY	1	0.15	0.18
4IMIA	339	XRAY	2.35	0.22	0.24
1VPHA	149	XRAY	1.76	0.19	0.22
6BYQA	410	XRAY	2.2	0.18	0.21
4RFUA	125	XRAY	1.2	0.17	0.18
4ZEYA	84	XRAY	1.5	0.21	0.25
4ZO2A	294	XRAY	1.09	0.13	0.16
1NUUA	252	XRAY	1.9	0.2	0.24
3RO0A	223	XRAY	1.5	0.18	0.2
2VXHA	251	XRAY	2.1	0.22	0.26
5WHSA	768	XRAY	2.6	0.21	0.25
4POZD	222	XRAY	1.75	0.17	0.21
3F7OA	284	XRAY	2.2	0.23	0.26
3NWYA	281	XRAY	2.54	0.21	0.27
1E25A	282	XRAY	1.9	0.14	0.18
2WPWA	339	XRAY	2.38	0.21	0.27
1VA0A	239	XRAY	1.97	0.2	0.23
1DJRD	103	XRAY	1.3	0.14	0.19
1GH0B	172	XRAY	2.2	0.19	0.24
1P4XA	250	XRAY	2.2	0.24	0.28
4S1WA	358	XRAY	1.65	0.16	0.19
5ECCA	157	XRAY	1.87	0.17	0.21
2GIAA	195	XRAY	1.89	0.18	0.22
1HZ4A	373	XRAY	1.45	0.19	0.21
5AJOA	571	XRAY	1.48	0.16	0.18
1ZL0A	311	XRAY	1.1	0.1	0.12
4D0KA	460	XRAY	1.89	0.19	0.22
1PV5A	264	XRAY	1.75	0.2	0.23
5OCSA	371	XRAY	1.7	0.17	0.2
6FB0B	154	XRAY	2.15	0.18	0.23
6DBBA	511	XRAY	2.1	0.15	0.19
2NNNA	140	XRAY	2.4	0.22	0.26
3EBWA	163	XRAY	2.8	0.23	0.28
2H3HA	313	XRAY	1.7	0.2	0.24
3A4UB	143	XRAY	1.84	0.19	0.2
3IJHB	226	XRAY	2.1	0.21	0.25
4NL4H	747	XRAY	2.65	0.22	0.25
2VQ1B	218	XRAY	2.5	0.21	0.26
2JDID	482	XRAY	1.9	0.18	0.22
3DOBA	152	XRAY	2.39	0.19	0.22
1G6Q1	328	XRAY	2.9	0.25	0.29
3JU4A	670	XRAY	0.98	0.12	0.13
1U5XA	140	XRAY	1.8	0.22	0.26
3MC9A	316	XRAY	2.2	0.2	0.24
2I2CA	272	XRAY	1.85	0.19	0.21
1G6GA	127	XRAY	1.6	0.21	0.24
2VJHB	177	XRAY	2.2	0.15	0.19
3PJXA	430	XRAY	2	0.18	0.22
2BNGA	149	XRAY	2.5	0.22	0.25
2X4KA	63	XRAY	1.1	0.19	0.2
1ZQ9A	285	XRAY	1.9	0.17	0.23
2OTAA	76	XRAY	2.2	0.23	0.26
4K1OA	264	XRAY	2.6	0.2	0.23
1J77A	209	XRAY	1.5	0.23	0.26
4Q4W3	240	XRAY	1.4	0.15	1
6AWAA	481	XRAY	1.83	0.18	0.2
4WZ0A	109	XRAY	1.95	0.24	0.28
5HTFA	283	XRAY	2.1	0.2	0.23
5VVFL	214	XRAY	2	0.21	0.25
4LCIH	120	XRAY	1.9	0.18	0.23
4IYKA	225	XRAY	2	0.17	0.21
6EEMA	512	XRAY	2.61	0.19	0.23
3BU7A	394	XRAY	2.8	0.21	0.24
2DWCA	433	XRAY	1.7	0.18	0.2
2NWVA	114	XRAY	1.85	0.19	0.23
4MLLA	251	XRAY	1.37	0.17	0.2
3NGJA	239	XRAY	1.7	0.15	0.17
3HWRA	318	XRAY	2.15	0.19	0.23
3M6JA	145	XRAY	1.9	0.18	0.22
2VLAA	285	XRAY	1.3	0.14	0.17
4N0HA	464	XRAY	1.95	0.19	0.22
5CB7A	161	XRAY	1.35	0.17	0.19
3DRAB	390	XRAY	1.8	0.19	0.23
3E9MA	330	XRAY	2.7	0.27	0.29
1EZ3A	127	XRAY	1.9	0.23	0.29
2V2UA	173	XRAY	1.9	0.21	0.27
1QR4A	186	XRAY	2.55	0.21	0.29
1PP0A	199	XRAY	1.42	0.23	0.26
1H0HB	214	XRAY	1.8	0.17	0.2
1BF6A	291	XRAY	1.7	0.2	0.24
1CNT1	187	XRAY	2.4	0.2	0.25
5Z5KB	66	XRAY	2.49	0.21	0.25
6AZIA	285	XRAY	1.75	0.19	0.24
3TEBA	266	XRAY	2.99	0.18	0.22
3NZ8A	221	XRAY	2.7	0.23	0.27
1N57A	291	XRAY	1.6	0.2	0.24
3B6HA	498	XRAY	1.62	0.21	0.23
4CNKA	391	XRAY	2	0.17	0.21
2Z7BA	270	XRAY	1.9	0.2	0.24
4YSJA	491	XRAY	2.7	0.25	0.29
5ZGXA	242	XRAY	0.95	0.11	0.12
3AQTA	245	XRAY	2.5	0.21	0.24
2PSPA	106	XRAY	1.95	0.2	0.26
1PVC1	301	XRAY	2.4	0.2	1
2ERFA	209	XRAY	1.45	0.19	0.22
2PSOA	237	XRAY	2.8	0.21	0.24
1FNYA	237	XRAY	1.81	0.19	0.21
1X12A	208	XRAY	2	0.21	0.24
3K8RA	124	XRAY	2.75	0.21	0.23
5C4QA	125	XRAY	1.93	0.18	0.24
5XJGB	93	XRAY	2.4	0.19	0.22
4IIMA	70	XRAY	1.8	0.19	0.24
5U22A	423	XRAY	1.75	0.16	0.19
1U08A	386	XRAY	2.35	0.2	0.23
4EMTA	188	XRAY	1.5	0.19	0.21
4PJ3A	1475	XRAY	2.3	0.19	0.23
6AX7A	235	XRAY	2	0.18	0.22
4HR6A	41	XRAY	2.25	0.19	0.23
4ZEOA	466	XRAY	2.55	0.18	0.23
2XOLA	176	XRAY	1.35	0.15	0.18
5UFBA	248	XRAY	1.84	0.21	0.21
3M8OH	221	XRAY	1.55	0.15	0.18
3C12A	138	XRAY	2.51	0.26	0.27
1T71A	281	XRAY	2.1	0.22	0.25
2DE6D	115	XRAY	1.8	0.19	0.21
2V6YA	83	XRAY	2.4	0.25	0.28
4IC4A	397	XRAY	1.5	0.22	0.23
4NKBA	230	XRAY	2.3	0.25	0.28
1VBWA	68	XRAY	0.93	0.11	0.14
2ZBLA	421	XRAY	1.6	0.15	0.18
5AJSA	68	XRAY	2.3	0.21	0.29
4ADYA	963	XRAY	2.7	0.18	0.24
5NE2A	278	XRAY	1.19	0.15	0.16
2HCFA	234	XRAY	1.8	0.19	0.25
3GASA	259	XRAY	1.8	0.19	0.22
5L0RB	42	XRAY	1.5	0.15	0.17
2CIOB	121	XRAY	1.5	0.18	0.23
2D5XA	141	XRAY	1.45	0.19	0.22
2ID6A	202	XRAY	1.75	0.21	0.25
4A7WA	240	XRAY	1.8	0.19	0.23
4ZDQA	241	XRAY	2.3	0.21	0.26
3COKA	278	XRAY	2.25	0.21	0.26
5WKKA	313	XRAY	1.55	0.16	0.18
4RUWA	440	XRAY	1.28	0.14	0.15
3HTAA	217	XRAY	2.3	0.25	0.29
3HLUA	96	XRAY	2.65	0.23	0.25
4JCTA	209	XRAY	2.6	0.21	0.25
3R03A	144	XRAY	2.49	0.24	0.29
1E6VA	553	XRAY	2.7	0.24	0.28
3EUDA	115	XRAY	2.4	0.23	0.25
4YAGA	289	XRAY	1.5	0.13	0.15
1UBDC	124	XRAY	2.5	0.21	0.33
5HUOA	314	XRAY	2.8	0.22	0.26
3FKEA	129	XRAY	1.4	0.2	0.24
5VPUA	523	XRAY	1.5	0.14	0.16
3I53A	332	XRAY	2.08	0.26	0.27
3HPCX	161	XRAY	1.47	0.19	0.23
2X7XA	325	XRAY	2.64	0.19	0.23
5H3HA	272	XRAY	1.9	0.18	0.23
1O4TA	133	XRAY	1.95	0.16	0.22
5L38A	101	XRAY	2.2	0.2	0.23
2NN5A	184	XRAY	1.45	0.15	0.19
4R2ZA	91	XRAY	1.7	0.19	0.23
1M1JA	491	XRAY	2.7	0.23	0.26
4XFQA	305	XRAY	1.65	0.18	0.2
6CF8A	524	XRAY	1.87	0.19	0.24
3N28A	335	XRAY	2.3	0.2	0.25
1GO3F	107	XRAY	1.75	0.22	0.24
3DTTA	245	XRAY	1.7	0.16	0.2
